鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
新竹市,房地(土地+建物),新竹市新竹市新莊街１８５巷３１號五樓之６,15.83,住,,,1130410,土地1建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970418,80.17,1,1,1,有,有,13020000,162405,,0.0,0,,RPQRMLRKNHJGFAO86DA,46.57,0.0,7.55,有,
新竹市,房地(土地+建物),新竹市新竹市振興路９９巷６號四樓,15.29,住,,,1130413,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820717,73.71,2,2,1,有,有,6800000,92253,,0.0,0,,RPQNMLNKMHJGFAO58DA,49.16,0.0,7.0,有,
新竹市,房地(土地+建物),新竹市新竹市中華路三段９號１１樓之５,6.09,商,,,1130412,土地1建物1車位0,十一層,十六層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0800708,73.96,0,0,0,無,有,3650000,49351,,0.0,0,含土地增值稅或其他稅費56602元；含地政士服務費26000元；,RPVPMLQKMHJGFAO96DA,54.33,0.0,0.0,有,
新竹市,房地(土地+建物)+車位,新竹市新竹市武陵路１７５巷９號６樓之５,16.09,住,,,1130407,土地2建物1車位1,六層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870718,156.60000000000002,3,2,1,有,有,15000000,95785,坡道平面,0.0,0,陽台加窗其他增建；,RPQOMLSKMHJGFAO56DA,76.82,0.84,10.29,有,
新竹市,房地(土地+建物)+車位,新竹市新竹市慈祥路８８號二樓之１,12.69,住,,,1130407,土地1建物1車位1,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000324,114.56,2,2,1,有,有,19000000,165837,坡道平面,0.0,0,,RPRTMLNLMHJGFAO76DA,56.44,3.78,3.22,有,036
新竹市,房地(土地+建物)+車位,新竹市新竹市志平路１１３號三樓之２,82.48,,山坡地保育區,丙種建築用地,1130401,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,0960716,223.98000000000002,3,2,2,有,有,16000000,71435,坡道平面,30.59,0,親友、員工、共有人或其他特殊關係間之交易；,RPUQMLKMMHJGFAO56DA,131.67,5.29,17.31,有,
新竹市,房地(土地+建物),新竹市新竹市光復路一段３８５巷９號５樓,25.7,住,,,1130415,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721111,102.8,4,2,3,有,有,8150000,79280,,0.0,0,陽台加窗、加蓋內梯陽台外推；頂樓加蓋；其他增建；,RPQOMLSJNHJGFAO56DA,74.44,0.0,16.16,無,
新竹市,房地(土地+建物),新竹市新竹市中正路４５２巷３９號,74.0,住,,,1130427,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,,92.7,4,3,3,有,無,9500000,102481,,0.0,0,含土地增值稅或其他稅費341412元；親友、員工、共有人或其他特殊關係間之交易；,RPURMLRKNHJGFAO27DA,92.7,0.0,0.0,無,
新竹市,土地,青山段173地號,1760.46,,山坡地保育區,農牧用地,1130419,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4000000,2272,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQOMLSKNHJGFAO66DA,0.0,0.0,0.0,無,037
新竹市,房地(土地+建物),新竹市新竹市北大路３３８號１１樓之２,5.03,商,,,1130417,土地1建物1車位0,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860530,63.59,2,1,1,有,有,6500000,102217,,0.0,0,,RPSNMLKLNHJGFAO68DA,39.85,0.0,8.67,有,
新竹市,房地(土地+建物)+車位,新竹市新竹市經國路三段７３巷２０弄４號３樓,32.51,住,,,1130412,土地1建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810125,131.57,3,2,2,有,有,10300000,78285,坡道平面,0.0,0,,RPTNMLKLNHJGFAO78DA,109.93,0.0,9.77,有,
新竹市,土地,西濱段172地號,601.02,,,,1130423,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,23085178,38410,,0.0,0,包含公共設施保留地用地；,RPQOMLKLNHJGFAO58DA,0.0,0.0,0.0,無,038
新竹市,土地,東濱段357-2地號,25.58,都市：其他:道路用地,,,1130423,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1208916,47260,,0.0,0,包含公共設施保留地用地；,SPQOMLKLNHJGFAO68DA,0.0,0.0,0.0,無,010
新竹市,房地(土地+建物),新竹市新竹市湳雅街３０１號２樓,11.21,住,,,1130403,土地2建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841102,61.38,2,1,1,有,有,6500000,105898,,0.0,0,其他增建；,RPSPMLKLNHJGFAO88DA,42.13,1.45,7.16,有,040
新竹市,房地(土地+建物)+車位,新竹市新竹市慈雲路８６號二十一樓之５,13.48,商,,,1130410,土地1建物1車位1,二十一層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080425,172.14999999999998,3,2,2,有,有,28850000,167577,坡道平面,0.0,0,其他增建；,RPXPMLKLNHJGFAO76DA,78.97,4.58,8.41,有,041
新竹市,房地(土地+建物)+車位,新竹市新竹市牛埔路１３５之５號十三樓,10.76,住,,,1130412,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970131,103.9,1,1,1,有,有,9500000,91434,坡道平面,34.82,0,陽台加窗其他增建；,RPRNMLLLNHJGFAO68DA,46.25,0.93,2.56,有,
新竹市,房地(土地+建物),新竹市新竹市境福街８５號二樓之６,6.59,住,,,1130428,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960625,38.33,1,0,1,有,有,4150000,108270,,0.0,0,陽台外推；,RPUNMLLLNHJGFAO98DA,19.0,1.04,6.18,有,
新竹市,房地(土地+建物)+車位,新竹市新竹市武陵路２５０巷５７號６樓,28.13,住,,,1130413,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,138.26,3,2,2,有,有,13250000,95834,坡道平面,0.0,0,陽台外推；,RPOQMLSKMHJGFAO56DA,81.06,0.0,13.4,有,042
新竹市,土地,湖港段217地號,11.3,,鄉村區,乙種建築用地,1130404,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,341977,30263,,0.0,0,,RPORMLKMMHJGFAO68DA,0.0,0.0,0.0,無,
新竹市,房地(土地+建物),新竹市新竹市光復路一段７５號３樓,14.21,住,,,1130414,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821213,99.08000000000001,2,2,1,有,有,9700000,97901,,0.0,0,,RPWUMLKMMHJGFAO17DA,71.13,0.0,3.02,有,
新竹市,房地(土地+建物)+車位,新竹市新竹市埔頂路１４５號７樓之１,17.02,住,,,1130403,土地4建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841208,124.68,3,2,2,有,有,15200000,121912,坡道平面,0.0,0,,RPRQMLOKNHJGFAO56DA,90.83,0.91,9.8,有,043
新竹市,房地(土地+建物),新竹市新竹市田美三街３８之２號,75.0,住,,,1130409,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0730927,116.92,5,3,4,有,無,10000000,85529,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPTPMLPKNHJGFAO76DA,116.92,0.0,0.0,無,
新竹市,房地(土地+建物)+車位,新竹市新竹市中正路１８６巷８號３樓,40.7,住,,,1130413,土地1建物2車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0771118,159.32,3,2,2,有,有,8000000,50213,坡道平面,0.0,0,,RPTOMLQKNHJGFAO76DA,125.2,0.0,13.29,有,
新竹市,房地(土地+建物),新竹市新竹市光華北街６５號２樓之２,5.72,住,,,1130420,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810107,26.46,1,1,1,有,無,4300000,162509,,0.0,0,其他增建；,RPWOMLRKNHJGFAO17DA,17.3,0.0,0.0,有,044
新竹市,房地(土地+建物)+車位,新竹市新竹市明湖路１０５０巷８６號４樓,40.72,,山坡地保育區,丙種建築用地,1130420,土地3建物1車位1,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0821216,121.00999999999999,3,2,2,有,有,7350000,60739,坡道平面,0.0,0,,RPPNMLLLNHJGFAO48DA,62.75,0.0,8.05,無,045
新竹市,房地(土地+建物),新竹市新竹市榮濱路１９巷１６號十一樓之６,13.03,商,,,1130409,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080201,68.62,2,1,1,有,有,6670000,97202,,0.0,0,,RPQNMLMLNHJGFAO78EA,43.53,2.51,3.01,有,046
新竹市,房地(土地+建物),新竹市新竹市五福路一段１９巷１９弄２號,136.9,,山坡地保育區,丙種建築用地,1130411,土地4建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0871228,164.23,3,2,3,有,有,12500000,76113,,0.0,0,含土地增值稅或其他稅費183931元；頂樓加蓋；,RPUNMLMLNHJGFAO56EA,148.31,10.78,5.14,無,047
新竹市,房地(土地+建物),新竹市新竹市明湖路１００８巷１２號二樓之６,26.96,,鄉村區,乙種建築用地,1130407,土地1建物1車位0,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030410,84.32,2,2,1,有,有,10000000,118596,,0.0,0,,RPUPMLSKMHJGFAO07DA,52.93,0.0,5.54,有,048
新竹市,房地(土地+建物),新竹市新竹市埔頂路２４５之１號４樓,17.9,住,,,1130426,土地1建物1車位0,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860805,93.76,2,2,1,有,有,12700000,135452,,0.0,0,,RPPNMLSLMHJGFAO09DA,64.76,0.0,8.17,有,049
新竹市,房地(土地+建物)+車位,新竹市新竹市海濱路１４３號七樓之２,34.9,住,,,1130409,土地1建物1車位1,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100604,203.63,3,2,2,有,有,16300000,80047,坡道平面,37.16,0,,RPOUMLKMMHJGFAO98DA,100.48,0.0,10.06,有,050
新竹市,房地(土地+建物)+車位,新竹市新竹市興中街４６之２號３樓,20.73,住,,,1130406,土地2建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,113.77000000000001,3,2,2,有,無,13000000,114266,坡道機械,0.0,0,陽台外推；,RPVNMLLJNHJGFAO88DA,74.31,0.0,9.64,有,051
新竹市,房地(土地+建物),新竹市新竹市中山路６４０巷５８６號７樓,22.81,住,,,1130417,土地1建物1車位0,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870530,111.49,3,2,2,有,有,10500000,94179,,0.0,0,,RPPNMLMJNHJGFAO38DA,76.97,0.0,12.69,有,052
新竹市,房地(土地+建物),新竹市新竹市中正路９６巷１號六樓之３,2.54,商,,,1130406,土地1建物1車位0,六層,十層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,0971230,18.46,1,1,1,有,有,3000000,162602,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSQMLQJNHJGFAO76DA,9.75,1.17,0.93,有,053
新竹市,車位,新竹市新竹市關新路２７號,0.98,工,,,1130425,土地1建物1車位1,一層,十八層,其他,守衛室,鋼筋混凝土造,0970911,28.180000000000003,0,0,0,無,有,1500000,,坡道平面,0.0,1500000,僅車位交易；,RPRRMLRKNHJGFAO96DA,0.0,0.0,0.0,有,054
新竹市,房地(土地+建物),新竹市新竹市愛文街１４８號七樓,95.49,商,,,1130412,土地1建物5車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1041118,594.31,5,0,0,有,無,44000000,74035,,0.0,0,,RPRNMLMLNHJGFAO78DA,363.35,0.0,47.93,有,
新竹市,房地(土地+建物)+車位,新竹市新竹市中山路４２號十七樓之１,17.31,商,,,1130416,土地1建物1車位2,十七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041030,227.07999999999998,4,2,2,有,有,37200000,163819,坡道平面,0.0,0,,RPTNMLMLNHJGFAO98DA,101.31,2.25,10.55,有,055
新竹市,房地(土地+建物),新竹市新竹市東大路三段４８１號二樓,34.21,住,,,1130413,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1130103,120.39000000000001,2,2,2,有,無,9770000,81153,,0.0,0,,RPPPMLNLNHJGFAO88DA,78.66,0.0,9.24,無,
新竹市,房地(土地+建物),新竹市新竹市東大路三段４８１號三樓,34.21,住,,,1130413,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1130103,120.39000000000001,2,2,2,有,無,9770000,81153,,0.0,0,,RPSPMLNLNHJGFAO56DA,78.66,0.0,9.24,無,
新竹市,房地(土地+建物),新竹市新竹市東大路三段４８１號四樓,34.21,住,,,1130413,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1130103,120.39000000000001,2,2,2,有,無,9770000,81153,,0.0,0,,RPVPMLNLNHJGFAO86DA,78.66,0.0,9.24,無,
新竹市,土地,復興段398地號,15.57,,,,1130416,土地6建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1507200,96802,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPUNMLLLNHJGFAO09EA,0.0,0.0,0.0,無,056
新竹市,房地(土地+建物),新竹市新竹市浸水街３４巷５７號２樓之４,36.9,工,,,1130410,土地2建物1車位0,二層,六層,華廈(10層含以下有電梯),住工用,鋼筋混凝土造,0810323,106.48,3,2,2,有,無,8500000,79827,,0.0,0,陽台外推；,RPPNMLRKMHJGFAO88DA,94.83,0.0,11.65,有,057
新竹市,房地(土地+建物),新竹市新竹市光復路一段３１３號７樓之５,5.17,住,,,1130408,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790605,33.35,1,1,1,有,無,4500000,134933,,0.0,0,,RPXPMLNLMHJGFAO96DA,21.82,0.0,0.0,有,
新竹市,房地(土地+建物),新竹市新竹市南大路４２３巷３１號二樓之３,24.18,住,,,1130411,土地2建物1車位0,二層，三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130205,79.8,2,2,2,有,無,14280000,178947,,0.0,0,,RPQOMLQLMHJGFAO09DA,59.92,0.0,2.02,有,
新竹市,房地(土地+建物),新竹市新竹市南大路４２３巷３１號四樓之３,24.18,住,,,1130422,土地2建物1車位0,四層，五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130205,79.8,2,2,2,有,無,14380000,180201,,0.0,0,,RPRNMLSLMHJGFAO66DA,59.92,0.0,2.02,有,
新竹市,土地,崙子段1688-5地號,77.0,住,,,1130430,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,8970500,116500,,0.0,0,水利地承購；,RPQNMLMJNHJGFAO48DA,0.0,0.0,0.0,無,
新竹市,房地(土地+建物)+車位,新竹市新竹市經國路二段１８７號七樓之１,11.73,商,,,1130414,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0971108,105.93,3,2,2,有,有,13380000,126310,坡道平面,23.41,0,夾層；,RPVQMLNJNHJGFAO76DA,48.61,3.42,5.06,有,
新竹市,房地(土地+建物),新竹市新竹市中華路四段７０５之２３號五樓,6.81,工,,,1130429,土地2建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960630,29.14,1,1,1,有,有,1850000,63487,,0.0,0,,RPTNMLTJNHJGFAO86DA,15.63,3.28,0.0,有,
新竹市,房地(土地+建物),新竹市新竹市成德路１８０號５樓,30.83,住,,,1130419,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0800705,111.19000000000001,5,0,5,有,無,5250000,47216,,0.0,0,其他增建；,RPWNMLTJNHJGFAO17DA,84.53,0.0,9.15,無,058
新竹市,房地(土地+建物)+車位,新竹市新竹市竹光路９５巷２１弄１２號三樓,10.4,住,,,1130428,土地2建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040224,50.19,3,2,2,有,有,6000000,119546,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPOTMLQKNHJGFAO76DA,25.75,0.0,2.79,有,059
新竹市,房地(土地+建物),新竹市新竹市柯湳一街８０巷１２號三樓,63.07,,山坡地保育區,丙種建築用地,1130406,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0900510,82.17999999999999,2,1,2,有,有,4050000,49282,,0.0,0,,RPXOMLKLNHJGFAO66DA,68.15,0.0,5.9,無,060
新竹市,房地(土地+建物),新竹市新竹市東大路三段５０５號,75.78,住,,,1130412,土地1建物1車位0,全,五層,透天厝,住家用,加強磚造,0680701,216.71,7,2,8,有,無,15000000,69217,,0.0,0,,RPSNMLNLNHJGFAO98DA,216.71,0.0,0.0,無,
新竹市,房地(土地+建物)+車位,新竹市新竹市牛埔東路１之７號十一樓,18.83,住,,,1130414,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970131,156.0,3,2,2,有,有,15200000,97436,坡道平面,34.82,0,陽台外推；,RPUOMLNLNHJGFAO66DA,75.27,2.05,10.09,有,
新竹市,土地,復興段398地號,15.57,,,,1130416,土地6建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1507200,96802,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPVNMLLLNHJGFAO56EA,0.0,0.0,0.0,無,056
新竹市,房地(土地+建物),新竹市新竹市林森路３１０號１０樓之２,4.09,商,,,1130414,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850913,35.55,1,0,1,有,有,3250000,91421,,0.0,0,,RPPNMLOLNHJGFAO88EA,29.02,0.0,0.0,有,
新竹市,房地(土地+建物),新竹市新竹市明湖路１０５０巷９６號５樓,21.18,,山坡地保育區,丙種建築用地,1130429,土地3建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831114,73.23,3,2,3,有,有,5850000,79885,,0.0,0,,RPRTMLKMMHJGFAO56DA,34.21,0.0,5.6,有,062
新竹市,房地(土地+建物),新竹市新竹市牛埔路２３號,101.0,住,,,1130429,土地1建物1車位0,全,二層,透天厝,,加強磚造,0601215,133.02,3,2,2,有,無,22000000,165389,,0.0,0,其他增建；,RPRNMLLJNHJGFAO48DA,133.02,0.0,0.0,無,063
新竹市,房地(土地+建物)+車位,新竹市新竹市慈濟路１６９號十八樓,15.72,商,,,1130415,土地1建物1車位1,十八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100104,156.0,3,2,2,有,有,30260000,193974,坡道平面,27.54,0,,RPOOMLLJNHJGFAO28DA,73.89,5.79,4.16,有,064
新竹市,土地,建華段148地號,1229.46,都市：其他:道路用地,,,1130425,土地5建物0車位0,,,其他,,,,0.0,0,0,0,無,無,64432350,52407,,0.0,0,包含公共設施保留地用地；,RPWOMLQJNHJGFAO96DA,0.0,0.0,0.0,無,
新竹市,土地,建華段9地號,1.4,住,,,1130425,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,127191,90851,,0.0,0,,RPOPMLQJNHJGFAO88DA,0.0,0.0,0.0,無,
新竹市,房地(土地+建物)+車位,新竹市新竹市西大路７３６巷９號３樓之２,27.87,住,,,1130413,土地1建物1車位1,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840315,118.09,3,2,2,有,有,9400000,79600,其他,0.0,0,,RPRPMLSJNHJGFAO76DA,76.85,1.05,10.15,有,065
新竹市,土地,崙子段2069地號,6.92,住,,,1130414,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1129090,163163,,0.0,0,,RPPNMLLKNHJGFAO38DA,0.0,0.0,0.0,無,001
新竹市,房地(土地+建物),新竹市新竹市振興一街１１２號５樓,30.69,住,,,1130425,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820906,106.47,3,2,2,有,有,9600000,90166,,0.0,0,陽台加窗、陽台加裝遮雨棚其他增建；,RPOQMLOKNHJGFAO88DA,79.96,0.0,15.34,有,
新竹市,房地(土地+建物),新竹市新竹市金山二十三街１００號,83.01,住,,,1130428,土地1建物1車位0,全,五層,透天厝,住商用,鋼筋混凝土造,1011227,240.22,6,2,5,有,無,38800000,161519,,0.0,0,,RPOQMLPKNHJGFAO98DA,225.28,0.0,14.94,無,067
新竹市,房地(土地+建物)+車位,新竹市新竹市長興街３２巷３號二樓,44.42,住,,,1130409,土地2建物1車位1,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130108,103.94,3,2,2,有,無,8500000,81778,一樓平面,0.0,0,,RPPRMLQKNHJGFAO66DA,64.76,0.0,7.06,有,
新竹市,房地(土地+建物)+車位,新竹市新竹市長興街３２巷１號四樓,44.16,住,,,1130409,土地2建物1車位1,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130108,103.17,3,2,2,有,無,8500000,82388,一樓平面,0.0,0,,RPQRMLQKNHJGFAO76DA,64.23,0.0,7.06,有,
新竹市,房地(土地+建物)+車位,新竹市新竹市長興街３２巷１號二樓,44.16,住,,,1130413,土地2建物1車位1,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130108,103.17,3,2,2,有,無,8750000,84811,一樓平面,0.0,0,,RPRRMLQKNHJGFAO86DA,64.23,0.0,7.06,有,
新竹市,房地(土地+建物),新竹市新竹市武陵路１７７之２號,18.35,住,,,1130415,土地1建物1車位0,一層,二十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0870623,103.63000000000001,0,0,0,無,有,11000000,106147,,0.0,0,,RPVPMLLLNHJGFAO66DA,78.54,0.0,13.33,有,068
新竹市,房地(土地+建物),新竹市新竹市中華路四段７０３號五樓,6.81,工,,,1130428,土地2建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0960630,27.299999999999997,1,1,1,有,有,1380000,50549,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPPMLMLNHJGFAO78DA,17.17,0.53,0.0,有,069
新竹市,房地(土地+建物)+車位,新竹市新竹市西大路９７巷１６弄１２號三樓之１,19.19,住,,,1130419,土地1建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1091030,68.97,2,2,1,有,無,11880000,172249,其他,10.35,0,其他增建；,RPTNMLOLNHJGFAO56DA,41.42,0.0,0.0,有,070
新竹市,房地(土地+建物),新竹市新竹市榮濱路１９巷２５號五樓之３,7.83,商,,,1130409,土地1建物1車位0,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021220,44.81,1,1,1,有,有,4150000,92613,,0.0,0,,RPRPMLOLNHJGFAO56DA,26.18,3.0,0.0,有,071
新竹市,房地(土地+建物),新竹市新竹市中華路二段７３６號７樓之７,4.36,商,,,1130427,土地2建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),其他,鋼筋混凝土造,,50.97,1,0,1,有,有,4350000,85344,,0.0,0,陽台外推；,RPRNMLPLNHJGFAO09DA,32.57,0.0,7.82,有,
新竹市,房地(土地+建物),新竹市新竹市明湖路１０５０巷３７８號　,47.69,,山坡地保育區,丙種建築用地,1130407,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0870826,97.85,3,2,2,有,無,6950000,71027,,0.0,0,陽台外推；,RPQNMLQLNHJGFAO09DA,79.76,10.18,0.0,無,
新竹市,房地(土地+建物)+車位,新竹市新竹市關新路１９巷１８號三樓,16.89,住,,,1130430,土地3建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0971022,152.49,3,2,2,有,有,24000000,157398,坡道平面,0.0,0,陽台外推；,RPRNMLRLNHJGFAO66DA,79.15,0.0,9.25,有,
新竹市,房地(土地+建物),新竹市新竹市牛埔路１４巷６弄１９－１９號２Ｆ,22.43,住,,,1130414,土地1建物1車位0,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830603,122.75,3,2,2,有,有,12150000,98982,,0.0,0,,RPWPMLTKMHJGFAO37DA,87.15,0.0,9.48,有,
